id,name,content,qty,created_at,updated_at,price_net_buy,price_net_sell,product_index,buy_number,length,gramature,structure,color,product_kind
1,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #1",675,,,,4.46,,,40.0,0.5,proste podatne,#1,włosy
2,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #1b",200,,,,4.46,,,40.0,0.5,proste podatne,#1b,włosy
3,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #2",4175,,,,4.46,,,40.0,0.5,proste podatne,#2,włosy
4,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 45, #2",50,,,,4.46,,,45.0,0.5,proste podatne,#2,włosy
5,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #4",975,,,,4.46,,,40.0,0.5,proste podatne,#4,włosy
6,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #6",0,,,,4.46,,,40.0,0.5,proste podatne,#6,włosy
7,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #8",2275,,,,4.46,,,40.0,0.5,proste podatne,#8,włosy
8,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #10",100,,,,4.46,,,40.0,0.5,proste podatne,#10,włosy
9,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #12",425,,,,4.46,,,40.0,0.5,proste podatne,#12,włosy
10,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #16",975,,,,4.46,,,40.0,0.5,proste podatne,#16,włosy
11,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #18",1525,,,,4.46,,,40.0,0.5,proste podatne,#18,włosy
12,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #20",2175,,,,4.46,,,40.0,0.5,proste podatne,#20,włosy
13,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #22",650,,,,4.46,,,40.0,0.5,proste podatne,#22,włosy
14,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #24",500,,,,4.46,,,40.0,0.5,proste podatne,#24,włosy
15,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #27",1450,,,,4.46,,,40.0,0.5,proste podatne,#27,włosy
16,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #613",25,,,,4.46,,,40.0,0.5,proste podatne,#613,włosy
17,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #30",300,,,,4.46,,,40.0,0.5,proste podatne,#30,włosy
18,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #33",275,,,,4.46,,,40.0,0.5,proste podatne,#33,włosy
19,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #130",500,,,,4.46,,,40.0,0.5,proste podatne,#130,włosy
20,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #60",2075,,,,4.46,,,40.0,0.5,proste podatne,#60,włosy
21,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #PM",2800,,,,4.46,,,40.0,0.5,proste podatne,#PM,włosy
22,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 40, #PB",2125,,,,4.46,,,40.0,0.5,proste podatne,#PB,włosy
23,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #1",2700,,,,5.68,,,51.0,0.7,proste podatne,#1,włosy
24,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #1b",1200,,,,5.68,,,51.0,0.7,proste podatne,#1b,włosy
25,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #2",0,,,,5.68,,,51.0,0.7,proste podatne,#2,włosy
26,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #4",525,,,,5.68,,,51.0,0.7,proste podatne,#4,włosy
27,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #6",125,,,,5.68,,,51.0,0.7,proste podatne,#6,włosy
28,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #8",1600,,,,5.68,,,51.0,0.7,proste podatne,#8,włosy
29,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #10",425,,,,5.68,,,51.0,0.7,proste podatne,#10,włosy
30,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #12",400,,,,5.68,,,51.0,0.7,proste podatne,#12,włosy
31,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #16",0,,,,5.68,,,51.0,0.7,proste podatne,#16,włosy
32,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #18",975,,,,5.68,,,51.0,0.7,proste podatne,#18,włosy
33,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #20",400,,,,5.68,,,51.0,0.7,proste podatne,#20,włosy
34,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #18/22",825,,,,5.68,,,51.0,0.7,proste podatne,#18/22,włosy
35,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #22",750,,,,5.68,,,51.0,0.7,proste podatne,#22,włosy
36,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #24",1375,,,,5.68,,,51.0,0.7,proste podatne,#24,włosy
37,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #27",125,,,,5.68,,,51.0,0.7,proste podatne,#27,włosy
38,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #613",900,,,,5.68,,,51.0,0.7,proste podatne,#613,włosy
39,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #30",475,,,,5.68,,,51.0,0.7,proste podatne,#30,włosy
40,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #33",250,,,,5.68,,,51.0,0.7,proste podatne,#33,włosy
41,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #130",175,,,,5.68,,,51.0,0.7,proste podatne,#130,włosy
42,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #60",1475,,,,5.68,,,51.0,0.7,proste podatne,#60,włosy
43,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #PM",2950,,,,5.68,,,51.0,0.7,proste podatne,#PM,włosy
44,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #PB",2500,,,,5.68,,,51.0,0.7,proste podatne,#PB,włosy
45,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #1",2000,,,,7.31,,,61.0,0.8,proste podatne,#1,włosy
46,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #1b",1875,,,,7.31,,,61.0,0.8,proste podatne,#1b,włosy
47,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #2",1125,,,,7.31,,,61.0,0.8,proste podatne,#2,włosy
48,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #4",1325,,,,7.31,,,61.0,0.8,proste podatne,#4,włosy
49,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #6",825,,,,7.31,,,61.0,0.8,proste podatne,#6,włosy
50,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #8",375,,,,7.31,,,61.0,0.8,proste podatne,#8,włosy
51,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #10",225,,,,7.31,,,61.0,0.8,proste podatne,#10,włosy
52,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #12",275,,,,7.31,,,61.0,0.8,proste podatne,#12,włosy
53,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #16",175,,,,7.31,,,61.0,0.8,proste podatne,#16,włosy
54,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #18",1425,,,,7.31,,,61.0,0.8,proste podatne,#18,włosy
55,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #20",500,,,,7.31,,,61.0,0.8,proste podatne,#20,włosy
56,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #18/22",425,,,,7.31,,,61.0,0.8,proste podatne,#18/22,włosy
57,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #22",1625,,,,7.31,,,61.0,0.8,proste podatne,#22,włosy
58,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #24",775,,,,7.31,,,61.0,0.8,proste podatne,#24,włosy
59,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #27",850,,,,7.31,,,61.0,0.8,proste podatne,#27,włosy
60,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #613",1575,,,,7.31,,,61.0,0.8,proste podatne,#613,włosy
61,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #30",0,,,,7.31,,,61.0,0.8,proste podatne,#30,włosy
62,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #33",0,,,,7.31,,,61.0,0.8,proste podatne,#33,włosy
63,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #130",0,,,,7.31,,,61.0,0.8,proste podatne,#130,włosy
64,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #60",875,,,,7.31,,,61.0,0.8,proste podatne,#60,włosy
65,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #PM",600,,,,7.31,,,61.0,0.8,proste podatne,#PM,włosy
66,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #PB",1100,,,,7.31,,,61.0,0.8,proste podatne,#PB,włosy
67,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #1",525,,,,6.09,,,55.0,0.7,falowane,#1,włosy
68,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #1b",650,,,,6.09,,,55.0,0.7,falowane,#1b,włosy
69,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #2",975,,,,6.09,,,55.0,0.7,falowane,#2,włosy
70,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #4",750,,,,6.09,,,55.0,0.7,falowane,#4,włosy
71,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #6",550,,,,6.09,,,55.0,0.7,falowane,#6,włosy
72,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #8",675,,,,6.09,,,55.0,0.7,falowane,#8,włosy
73,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #10",225,,,,6.09,,,55.0,0.7,falowane,#10,włosy
74,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #12",250,,,,6.09,,,55.0,0.7,falowane,#12,włosy
75,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #16",575,,,,6.09,,,55.0,0.7,falowane,#16,włosy
76,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #18",425,,,,6.09,,,55.0,0.7,falowane,#18,włosy
77,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #20",800,,,,6.09,,,55.0,0.7,falowane,#20,włosy
78,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #18/22",775,,,,6.09,,,55.0,0.7,falowane,#18/22,włosy
79,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #22",100,,,,6.09,,,55.0,0.7,falowane,#22,włosy
80,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #24",1000,,,,6.09,,,55.0,0.7,falowane,#24,włosy
81,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #27",0,,,,6.09,,,55.0,0.7,falowane,#27,włosy
82,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #613",1925,,,,6.09,,,55.0,0.7,falowane,#613,włosy
83,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #30",150,,,,6.09,,,55.0,0.7,falowane,#30,włosy
84,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #33",0,,,,6.09,,,55.0,0.7,falowane,#33,włosy
85,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #130",0,,,,6.09,,,55.0,0.7,falowane,#130,włosy
86,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #60",1225,,,,6.09,,,55.0,0.7,falowane,#60,włosy
87,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, falowane, 55, #PB",0,,,,6.09,,,55.0,0.7,falowane,#PB,włosy
88,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #1",0,,,,6.09,,,55.0,0.7,kręcone,#1,włosy
89,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #1b",350,,,,6.09,,,55.0,0.7,kręcone,#1b,włosy
90,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #2",0,,,,6.09,,,55.0,0.7,kręcone,#2,włosy
91,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #4",400,,,,6.09,,,55.0,0.7,kręcone,#4,włosy
92,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #6",725,,,,6.09,,,55.0,0.7,kręcone,#6,włosy
93,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #8",650,,,,6.09,,,55.0,0.7,kręcone,#8,włosy
94,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #10",0,,,,6.09,,,55.0,0.7,kręcone,#10,włosy
95,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #12",0,,,,6.09,,,55.0,0.7,kręcone,#12,włosy
96,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #16",700,,,,6.09,,,55.0,0.7,kręcone,#16,włosy
97,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #18",450,,,,6.09,,,55.0,0.7,kręcone,#18,włosy
98,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #20",300,,,,6.09,,,55.0,0.7,kręcone,#20,włosy
99,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #18/22",0,,,,6.09,,,55.0,0.7,kręcone,#18/22,włosy
100,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #22",900,,,,6.09,,,55.0,0.7,kręcone,#22,włosy
101,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #24",1575,,,,6.09,,,55.0,0.7,kręcone,#24,włosy
102,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #27",0,,,,6.09,,,55.0,0.7,kręcone,#27,włosy
103,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #613",1075,,,,6.09,,,55.0,0.7,kręcone,#613,włosy
104,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #30",0,,,,6.09,,,55.0,0.7,kręcone,#30,włosy
105,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #33",0,,,,6.09,,,55.0,0.7,kręcone,#33,włosy
106,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, ,kręcone, 55, #130",0,,,,6.09,,,55.0,0.7,kręcone,#130,włosy
107,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #60",0,,,,6.09,,,55.0,0.7,kręcone,#60,włosy
108,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, kręcone, 55, #PM",300,,,,6.09,,,55.0,0.7,kręcone,#PM,włosy
109,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #1",750,,,,4.46,,,40.0,0.5,proste podatne,#1,włosy
110,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #1b",1500,,,,4.46,,,40.0,0.5,proste podatne,#1b,włosy
111,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #2",1050,,,,4.46,,,40.0,0.5,proste podatne,#2,włosy
112,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #4",1325,,,,4.46,,,40.0,0.5,proste podatne,#4,włosy
113,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #6",200,,,,4.46,,,40.0,0.5,proste podatne,#6,włosy
114,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #8",1250,,,,4.46,,,40.0,0.5,proste podatne,#8,włosy
115,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #10",450,,,,4.46,,,40.0,0.5,proste podatne,#10,włosy
116,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #12",1000,,,,4.46,,,40.0,0.5,proste podatne,#12,włosy
117,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #16",1675,,,,4.46,,,40.0,0.5,proste podatne,#16,włosy
118,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #18",550,,,,4.46,,,40.0,0.5,proste podatne,#18,włosy
119,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #20",875,,,,4.46,,,40.0,0.5,proste podatne,#20,włosy
120,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #22",100,,,,4.46,,,40.0,0.5,proste podatne,#22,włosy
121,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #24",950,,,,4.46,,,40.0,0.5,proste podatne,#24,włosy
122,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #27",600,,,,4.46,,,40.0,0.5,proste podatne,#27,włosy
123,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #613",75,,,,4.46,,,40.0,0.5,proste podatne,#613,włosy
124,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #30",550,,,,4.46,,,40.0,0.5,proste podatne,#30,włosy
125,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #33",275,,,,4.46,,,40.0,0.5,proste podatne,#33,włosy
126,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #130",625,,,,4.46,,,40.0,0.5,proste podatne,#130,włosy
127,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #60",1500,,,,4.46,,,40.0,0.5,proste podatne,#60,włosy
128,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #PM",1625,,,,4.46,,,40.0,0.5,proste podatne,#PM,włosy
129,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 40, #PB",1550,,,,4.46,,,40.0,0.5,proste podatne,#PB,włosy
130,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #1",1900,,,,5.68,,,51.0,0.7,proste podatne,#1,włosy
131,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #1b",1300,,,,5.68,,,51.0,0.7,proste podatne,#1b,włosy
132,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #2",875,,,,5.68,,,51.0,0.7,proste podatne,#2,włosy
133,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #4",350,,,,5.68,,,51.0,0.7,proste podatne,#4,włosy
134,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #6",750,,,,5.68,,,51.0,0.7,proste podatne,#6,włosy
135,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #8",625,,,,5.68,,,51.0,0.7,proste podatne,#8,włosy
136,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #10",550,,,,5.68,,,51.0,0.7,proste podatne,#10,włosy
137,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #12",450,,,,5.68,,,51.0,0.7,proste podatne,#12,włosy
138,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #16",225,,,,5.68,,,51.0,0.7,proste podatne,#16,włosy
139,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #18",550,,,,5.68,,,51.0,0.7,proste podatne,#18,włosy
140,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #20",225,,,,5.68,,,51.0,0.7,proste podatne,#20,włosy
141,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #18/22",1900,,,,5.68,,,51.0,0.7,proste podatne,#18/22,włosy
142,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #22",675,,,,5.68,,,51.0,0.7,proste podatne,#22,włosy
143,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #24",1800,,,,5.68,,,51.0,0.7,proste podatne,#24,włosy
144,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #27",50,,,,5.68,,,51.0,0.7,proste podatne,#27,włosy
145,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #613",775,,,,5.68,,,51.0,0.7,proste podatne,#613,włosy
146,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #30",750,,,,5.68,,,51.0,0.7,proste podatne,#30,włosy
147,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #33",600,,,,5.68,,,51.0,0.7,proste podatne,#33,włosy
148,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #130",75,,,,5.68,,,51.0,0.7,proste podatne,#130,włosy
149,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #60",1250,,,,5.68,,,51.0,0.7,proste podatne,#60,włosy
150,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #PM",1075,,,,5.68,,,51.0,0.7,proste podatne,#PM,włosy
151,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #PB",1025,,,,5.68,,,51.0,0.7,proste podatne,#PB,włosy
152,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #1",0,,,,7.31,,,61.0,0.8,proste podatne,#1,włosy
153,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #1b",0,,,,7.31,,,61.0,0.8,proste podatne,#1b,włosy
154,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #2",550,,,,7.31,,,61.0,0.8,proste podatne,#2,włosy
155,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #4",1375,,,,7.31,,,61.0,0.8,proste podatne,#4,włosy
156,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #6",0,,,,7.31,,,61.0,0.8,proste podatne,#6,włosy
157,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #8",0,,,,7.31,,,61.0,0.8,proste podatne,#8,włosy
158,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #10",0,,,,7.31,,,61.0,0.8,proste podatne,#10,włosy
159,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #12",0,,,,7.31,,,61.0,0.8,proste podatne,#12,włosy
160,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #16",125,,,,7.31,,,61.0,0.8,proste podatne,#16,włosy
161,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #18",0,,,,7.31,,,61.0,0.8,proste podatne,#18,włosy
162,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #20",0,,,,7.31,,,61.0,0.8,proste podatne,#20,włosy
163,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #18/22",0,,,,7.31,,,61.0,0.8,proste podatne,#18/22,włosy
164,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #22",0,,,,7.31,,,61.0,0.8,proste podatne,#22,włosy
165,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #24",0,,,,7.31,,,61.0,0.8,proste podatne,#24,włosy
166,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #27",900,,,,7.31,,,61.0,0.8,proste podatne,#27,włosy
167,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #613",275,,,,7.31,,,61.0,0.8,proste podatne,#613,włosy
168,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #30",0,,,,7.31,,,61.0,0.8,proste podatne,#30,włosy
169,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #33",0,,,,7.31,,,61.0,0.8,proste podatne,#33,włosy
170,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #130",0,,,,7.31,,,61.0,0.8,proste podatne,#130,włosy
171,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #60",100,,,,7.31,,,61.0,0.8,proste podatne,#60,włosy
172,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #PM",0,,,,7.31,,,61.0,0.8,proste podatne,#PM,włosy
173,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #PB",0,,,,7.31,,,61.0,0.8,proste podatne,#PB,włosy
174,Włosy Słowiańskie na taśmach,"Włosy Słowiańskie na taśmach, 45, #1",21,,,,499.99,,,45.0,1.8,proste podatne,#1,włosy
175,Włosy Słowiańskie na taśmach mikro,"Włosy Słowiańskie na taśmach mikro falowane, 45, #1",5,,,,299.0,,,45.0,1,falowane,#1,włosy
176,Włosy Słowiańskie na taśmach,"Włosy Słowiańskie na taśmach, 45, #1b",20,,,,499.99,,,45.0,1.8,proste podatne,#1b,włosy
