"id","name","content","qty","created_at","updated_at","image__url","image__thumb__url","price_net_buy","price_net_sell","product_index","buy_number","length","gramature","structure","color","product_kind"
"174","Włosy Słowiańskie pod keratynę","Włosy Słowiańskie pod keratynę, kręcone, 55, #60","0","2019-07-22T07:54:07.414Z","2019-07-22T07:54:07.414Z","null","null","null","6.09","null","null","55.0","0.7","kręcone","#60","włosy"
"175","Włosy Słowiańskie pod keratynę","Włosy Słowiańskie pod keratynę, kręcone, 55, #PM","300","2019-07-22T07:54:07.422Z","2019-07-22T07:54:07.422Z","null","null","null","6.09","null","null","55.0","0.7","kręcone","#PM","włosy"
"176","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #1","750","2019-07-22T07:56:00.175Z","2019-07-22T07:56:00.175Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#1","włosy"
"177","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #1b","1500","2019-07-22T07:56:00.187Z","2019-07-22T07:56:00.187Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#1b","włosy"
"178","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #2","1050","2019-07-22T07:56:00.195Z","2019-07-22T07:56:00.195Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#2","włosy"
"179","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #4","1325","2019-07-22T07:56:00.203Z","2019-07-22T07:56:00.203Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#4","włosy"
"180","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #6","200","2019-07-22T07:56:00.212Z","2019-07-22T07:56:00.212Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#6","włosy"
"181","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #8","1250","2019-07-22T07:56:00.220Z","2019-07-22T07:56:00.220Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#8","włosy"
"182","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #10","450","2019-07-22T07:56:00.229Z","2019-07-22T07:56:00.229Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#10","włosy"
"183","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #12","1000","2019-07-22T07:56:00.279Z","2019-07-22T07:56:00.279Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#12","włosy"
"184","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #16","1675","2019-07-22T07:56:00.287Z","2019-07-22T07:56:00.287Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#16","włosy"
"185","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #18","550","2019-07-22T07:56:00.295Z","2019-07-22T07:56:00.295Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#18","włosy"
"186","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #20","875","2019-07-22T07:56:00.303Z","2019-07-22T07:56:00.303Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#20","włosy"
"187","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #22","100","2019-07-22T07:56:00.312Z","2019-07-22T07:56:00.312Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#22","włosy"
"188","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #24","950","2019-07-22T07:56:00.320Z","2019-07-22T07:56:00.320Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#24","włosy"
"189","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #27","600","2019-07-22T07:56:00.329Z","2019-07-22T07:56:00.329Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#27","włosy"
"190","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #613","75","2019-07-22T07:56:00.337Z","2019-07-22T07:56:00.337Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#613","włosy"
"359","Adhesive Remover","Adhesive Remover","21","2019-07-22T08:10:02.383Z","2019-07-22T08:10:02.383Z","null","null","null","72.0","null","null","null","null","null","null","kosmetyki"
"191","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #30","550","2019-07-22T07:56:00.346Z","2019-07-22T07:56:00.346Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#30","włosy"
"192","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #33","275","2019-07-22T07:56:00.353Z","2019-07-22T07:56:00.353Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#33","włosy"
"193","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #130","625","2019-07-22T07:56:00.361Z","2019-07-22T07:56:00.361Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#130","włosy"
"194","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #60","1500","2019-07-22T07:56:00.370Z","2019-07-22T07:56:00.370Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#60","włosy"
"195","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #PM","1625","2019-07-22T07:56:00.379Z","2019-07-22T07:56:00.379Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#PM","włosy"
"196","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 40, #PB","1550","2019-07-22T07:56:00.386Z","2019-07-22T07:56:00.386Z","null","null","null","4.46","null","null","40.0","0.5","proste podatne","#PB","włosy"
"197","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #1","1900","2019-07-22T07:56:00.395Z","2019-07-22T07:56:00.395Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#1","włosy"
"198","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #1b","1300","2019-07-22T07:56:00.403Z","2019-07-22T07:56:00.403Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#1b","włosy"
"199","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #2","875","2019-07-22T07:56:00.411Z","2019-07-22T07:56:00.411Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#2","włosy"
"200","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #4","350","2019-07-22T07:56:00.420Z","2019-07-22T07:56:00.420Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#4","włosy"
"201","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #6","750","2019-07-22T07:56:00.428Z","2019-07-22T07:56:00.428Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#6","włosy"
"202","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #8","625","2019-07-22T07:56:00.437Z","2019-07-22T07:56:00.437Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#8","włosy"
"203","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #10","550","2019-07-22T07:56:00.445Z","2019-07-22T07:56:00.445Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#10","włosy"
"204","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #12","450","2019-07-22T07:56:00.453Z","2019-07-22T07:56:00.453Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#12","włosy"
"205","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #16","225","2019-07-22T07:56:00.462Z","2019-07-22T07:56:00.462Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#16","włosy"
"206","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #18","550","2019-07-22T07:56:00.470Z","2019-07-22T07:56:00.470Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#18","włosy"
"207","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #20","225","2019-07-22T07:56:00.479Z","2019-07-22T07:56:00.479Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#20","włosy"
"208","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #18/22","1900","2019-07-22T07:56:00.487Z","2019-07-22T07:56:00.487Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#18/22","włosy"
"209","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #22","675","2019-07-22T07:56:00.494Z","2019-07-22T07:56:00.494Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#22","włosy"
"210","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #24","1800","2019-07-22T07:56:00.503Z","2019-07-22T07:56:00.503Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#24","włosy"
"211","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #27","50","2019-07-22T07:56:00.511Z","2019-07-22T07:56:00.511Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#27","włosy"
"212","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #613","775","2019-07-22T07:56:00.520Z","2019-07-22T07:56:00.520Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#613","włosy"
"213","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #30","750","2019-07-22T07:56:00.528Z","2019-07-22T07:56:00.528Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#30","włosy"
"214","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #33","600","2019-07-22T07:56:00.537Z","2019-07-22T07:56:00.537Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#33","włosy"
"215","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #130","75","2019-07-22T07:56:00.546Z","2019-07-22T07:56:00.546Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#130","włosy"
"216","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #60","1250","2019-07-22T07:56:00.553Z","2019-07-22T07:56:00.553Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#60","włosy"
"217","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #PM","1075","2019-07-22T07:56:00.562Z","2019-07-22T07:56:00.562Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#PM","włosy"
"218","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 51, #PB","1025","2019-07-22T07:56:00.570Z","2019-07-22T07:56:00.570Z","null","null","null","5.68","null","null","51.0","0.7","proste podatne","#PB","włosy"
"219","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #1","0","2019-07-22T07:56:00.578Z","2019-07-22T07:56:00.578Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#1","włosy"
"220","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #1b","0","2019-07-22T07:56:00.586Z","2019-07-22T07:56:00.586Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#1b","włosy"
"221","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #2","550","2019-07-22T07:56:00.595Z","2019-07-22T07:56:00.595Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#2","włosy"
"222","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #4","1375","2019-07-22T07:56:00.603Z","2019-07-22T07:56:00.603Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#4","włosy"
"223","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #6","0","2019-07-22T07:56:00.612Z","2019-07-22T07:56:00.612Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#6","włosy"
"224","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #8","0","2019-07-22T07:56:00.620Z","2019-07-22T07:56:00.620Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#8","włosy"
"225","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #10","0","2019-07-22T07:56:00.628Z","2019-07-22T07:56:00.628Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#10","włosy"
"226","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #12","0","2019-07-22T07:56:00.637Z","2019-07-22T07:56:00.637Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#12","włosy"
"227","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #16","125","2019-07-22T07:56:00.645Z","2019-07-22T07:56:00.645Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#16","włosy"
"228","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #18","0","2019-07-22T07:56:00.654Z","2019-07-22T07:56:00.654Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#18","włosy"
"229","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #20","0","2019-07-22T07:56:00.662Z","2019-07-22T07:56:00.662Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#20","włosy"
"230","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #18/22","0","2019-07-22T07:56:00.670Z","2019-07-22T07:56:00.670Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#18/22","włosy"
"231","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #22","0","2019-07-22T07:56:00.678Z","2019-07-22T07:56:00.678Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#22","włosy"
"360","Remover do keratyny","Remover do keratyny 150ml","0","2019-07-22T08:10:02.391Z","2019-07-22T08:10:02.391Z","null","null","null","24.0","null","null","null","null","null","null","kosmetyki"
"232","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #24","0","2019-07-22T07:56:00.687Z","2019-07-22T07:56:00.687Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#24","włosy"
"233","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #27","900","2019-07-22T07:56:00.695Z","2019-07-22T07:56:00.695Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#27","włosy"
"234","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #613","275","2019-07-22T07:56:00.703Z","2019-07-22T07:56:00.703Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#613","włosy"
"235","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #30","0","2019-07-22T07:56:00.711Z","2019-07-22T07:56:00.711Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#30","włosy"
"236","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #33","0","2019-07-22T07:56:00.720Z","2019-07-22T07:56:00.720Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#33","włosy"
"237","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #130","0","2019-07-22T07:56:00.728Z","2019-07-22T07:56:00.728Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#130","włosy"
"238","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #60","100","2019-07-22T07:56:00.736Z","2019-07-22T07:56:00.736Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#60","włosy"
"239","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #PM","0","2019-07-22T07:56:00.745Z","2019-07-22T07:56:00.745Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#PM","włosy"
"240","Włosy Słowiańskie pod mikroringi","Włosy Słowiańskie pod mikroringi, 61, #PB","0","2019-07-22T07:56:00.753Z","2019-07-22T07:56:00.753Z","null","null","null","7.31","null","null","61.0","0.8","proste podatne","#PB","włosy"
"241","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #1","21","2019-07-22T07:56:10.495Z","2019-07-22T07:56:10.495Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#1","włosy"
"242","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 45, #1","5","2019-07-22T07:56:10.512Z","2019-07-22T07:56:10.512Z","null","null","null","499.99","null","null","45.0","1.8","falowane","#1","włosy"
"243","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #1b","20","2019-07-22T07:56:10.521Z","2019-07-22T07:56:10.521Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#1b","włosy"
"244","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 45, #1b","8","2019-07-22T07:56:10.528Z","2019-07-22T07:56:10.528Z","null","null","null","499.99","null","null","45.0","1.8","falowane","#1b","włosy"
"245","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #2","3","2019-07-22T07:56:10.536Z","2019-07-22T07:56:10.536Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#2","włosy"
"246","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #4","13","2019-07-22T07:56:10.545Z","2019-07-22T07:56:10.545Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#4","włosy"
"247","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #6","21","2019-07-22T07:56:10.553Z","2019-07-22T07:56:10.553Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#6","włosy"
"248","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #8","4","2019-07-22T07:56:10.562Z","2019-07-22T07:56:10.562Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#8","włosy"
"249","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #10","8","2019-07-22T07:56:10.570Z","2019-07-22T07:56:10.570Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#10","włosy"
"250","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #12","16","2019-07-22T07:56:10.579Z","2019-07-22T07:56:10.579Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#12","włosy"
"251","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #16","34","2019-07-22T07:56:10.587Z","2019-07-22T07:56:10.587Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#16","włosy"
"252","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #18","21","2019-07-22T07:56:10.595Z","2019-07-22T07:56:10.595Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#18","włosy"
"253","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #20","15","2019-07-22T07:56:10.603Z","2019-07-22T07:56:10.603Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#20","włosy"
"254","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #18/22","9","2019-07-22T07:56:10.612Z","2019-07-22T07:56:10.612Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#18/22","włosy"
"255","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #22","36","2019-07-22T07:56:10.620Z","2019-07-22T07:56:10.620Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#22","włosy"
"256","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #24","24","2019-07-22T07:56:10.628Z","2019-07-22T07:56:10.628Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#24","włosy"
"257","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #27","12","2019-07-22T07:56:10.637Z","2019-07-22T07:56:10.637Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#27","włosy"
"258","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #613","0","2019-07-22T07:56:10.646Z","2019-07-22T07:56:10.646Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#613","włosy"
"259","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #30","7","2019-07-22T07:56:10.654Z","2019-07-22T07:56:10.654Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#30","włosy"
"260","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #33","0","2019-07-22T07:56:10.661Z","2019-07-22T07:56:10.661Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#33","włosy"
"261","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #130","3","2019-07-22T07:56:10.670Z","2019-07-22T07:56:10.670Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#130","włosy"
"262","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #60","15","2019-07-22T07:56:10.678Z","2019-07-22T07:56:10.678Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#60","włosy"
"263","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #PM","2","2019-07-22T07:56:10.687Z","2019-07-22T07:56:10.687Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#PM","włosy"
"264","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach, 45, #PB","20","2019-07-22T07:56:10.695Z","2019-07-22T07:56:10.695Z","null","null","null","499.99","null","null","45.0","1.8","proste podatne","#PB","włosy"
"265","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #1","19","2019-07-22T07:56:10.704Z","2019-07-22T07:56:10.704Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#1","włosy"
"266","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #1b","7","2019-07-22T07:56:10.712Z","2019-07-22T07:56:10.712Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#1b","włosy"
"267","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #2","5","2019-07-22T07:56:10.720Z","2019-07-22T07:56:10.720Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#2","włosy"
"268","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #4","12","2019-07-22T07:56:10.728Z","2019-07-22T07:56:10.728Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#4","włosy"
"269","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #6","6","2019-07-22T07:56:10.737Z","2019-07-22T07:56:10.737Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#6","włosy"
"270","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #8","10","2019-07-22T07:56:10.745Z","2019-07-22T07:56:10.745Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#8","włosy"
"271","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #10","12","2019-07-22T07:56:10.753Z","2019-07-22T07:56:10.753Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#10","włosy"
"272","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #12","4","2019-07-22T07:56:10.762Z","2019-07-22T07:56:10.762Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#12","włosy"
"273","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #16","14","2019-07-22T07:56:10.770Z","2019-07-22T07:56:10.770Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#16","włosy"
"274","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #18","5","2019-07-22T07:56:10.779Z","2019-07-22T07:56:10.779Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#18","włosy"
"275","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #20","5","2019-07-22T07:56:10.787Z","2019-07-22T07:56:10.787Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#20","włosy"
"276","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #18/22","10","2019-07-22T07:56:10.795Z","2019-07-22T07:56:10.795Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#18/22","włosy"
"277","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #22","12","2019-07-22T07:56:10.803Z","2019-07-22T07:56:10.803Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#22","włosy"
"278","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #24","9","2019-07-22T07:56:10.811Z","2019-07-22T07:56:10.811Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#24","włosy"
"279","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #27","8","2019-07-22T07:56:10.820Z","2019-07-22T07:56:10.820Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#27","włosy"
"280","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #613","15","2019-07-22T07:56:10.829Z","2019-07-22T07:56:10.829Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#613","włosy"
"281","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #30","2","2019-07-22T07:56:10.836Z","2019-07-22T07:56:10.836Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#30","włosy"
"282","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #33","0","2019-07-22T07:56:10.845Z","2019-07-22T07:56:10.845Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#33","włosy"
"283","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #130","6","2019-07-22T07:56:10.854Z","2019-07-22T07:56:10.854Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#130","włosy"
"284","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #60","30","2019-07-22T07:56:10.862Z","2019-07-22T07:56:10.862Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#60","włosy"
"285","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #PM","0","2019-07-22T07:56:10.870Z","2019-07-22T07:56:10.870Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#PM","włosy"
"286","Włosy Słowiańskie na taśmach","Włosy Słowiańskie na taśmach falowane, 51, #PB","0","2019-07-22T07:56:10.878Z","2019-07-22T07:56:10.878Z","null","null","null","569.0","null","null","51.0","1.8","falowane","#PB","włosy"
"287","Włosy Słowiańskie na taśmach mikro","Włosy Słowiańskie na taśmach mikro, 35, #1","17","2019-07-22T08:01:46.841Z","2019-07-22T08:01:46.841Z","null","null","null","199.0","null","null","35.0","0.75","proste podatne","#1","włosy"
"288","Włosy Słowiańskie na taśmach mikro","Włosy Słowiańskie na taśmach mikro, 35, #1b","24","2019-07-22T08:01:46.869Z","2019-07-22T08:01:46.869Z","null","null","null","199.0","null","null","35.0","0.75","proste podatne","#1b","włosy"
"289","Włosy Słowiańskie na taśmach mikro","Włosy Słowiańskie na taśmach mikro, 35, #2","20","2019-07-22T08:01:46.877Z","2019-07-22T08:01:46.877Z","null","null","null","199.0","null","null","35.0","0.75","proste podatne","#2","włosy"
