id,name,content,qty,image,price_net_buy,price_net_sell,product_index,buy_number,length,gramature,structure,color,product_kind
,Szampon głęboko oczyszczający Balmain,Szampon głęboko oczyszczający Balmain 1000ml,2,,,"121,94",,,,,,,kosmetyki
,Szampon Balmain,Szampon Balmain 250ml,0,,,"60,16",,,,,,,kosmetyki
,Odżywka Balmain,Odżywka Balmain 250ml,4,,,"60,16",,,,,,,kosmetyki
,Spray Balmain,Spray Balmain,5,,,"49,9",,,,,,,kosmetyki
