id,name,content,qty,image,price_net_buy,price_net_sell,product_index,buy_number,length,gramature,structure,color,product_kind
44,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 51, #PB",0,,,5.68,,,51,0.7,proste podatne,#PB,0
45,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #1",0,,,7.31,,,61,0.8,proste podatne,#1,0
46,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #1b",0,,,7.31,,,61,0.8,proste podatne,#1b,0
47,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #2",0,,,7.31,,,61,0.8,proste podatne,#2,0
48,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #4",0,,,7.31,,,61,0.8,proste podatne,#4,0
49,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #6",0,,,7.31,,,61,0.8,proste podatne,#6,0
50,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #8",0,,,7.31,,,61,0.8,proste podatne,#8,0
51,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #10",0,,,7.31,,,61,0.8,proste podatne,#10,0
52,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #12",0,,,7.31,,,61,0.8,proste podatne,#12,0
53,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #16",0,,,7.31,,,61,0.8,proste podatne,#16,0
54,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #18",0,,,7.31,,,61,0.8,proste podatne,#18,0
55,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #20",0,,,7.31,,,61,0.8,proste podatne,#20,0
56,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #18/22",0,,,7.31,,,61,0.8,proste podatne,#18/22,0
57,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #22",0,,,7.31,,,61,0.8,proste podatne,#22,0
58,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #24",0,,,7.31,,,61,0.8,proste podatne,#24,0
59,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #27",0,,,7.31,,,61,0.8,proste podatne,#27,0
60,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #613",0,,,7.31,,,61,0.8,proste podatne,#613,0
61,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #30",0,,,7.31,,,61,0.8,proste podatne,#30,0
62,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #33",0,,,7.31,,,61,0.8,proste podatne,#33,0
63,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #130",0,,,7.31,,,61,0.8,proste podatne,#130,0
64,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #60",0,,,7.31,,,61,0.8,proste podatne,#60,0
65,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #PM",0,,,7.31,,,61,0.8,proste podatne,#PM,0
66,Włosy Słowiańskie pod keratynę,"Włosy Słowiańskie pod keratynę, 61, #PB",0,,,7.31,,,61,0.8,proste podatne,#PB,0
