id,name,content,qty,image,price_net_buy,price_net_sell,product_index,buy_number,length,gramature,structure,color,product_kind
109,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #PM",0,,,5.68,,,51,0.7,proste podatne,#PM,0
110,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 51, #PB",0,,,5.68,,,51,0.7,proste podatne,#PB,0
111,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #1",0,,,7.31,,,61,0.8,proste podatne,#1,0
112,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #1b",0,,,7.31,,,61,0.8,proste podatne,#1b,0
113,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #2",0,,,7.31,,,61,0.8,proste podatne,#2,0
114,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #4",0,,,7.31,,,61,0.8,proste podatne,#4,0
115,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #6",0,,,7.31,,,61,0.8,proste podatne,#6,0
116,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #8",0,,,7.31,,,61,0.8,proste podatne,#8,0
117,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #10",0,,,7.31,,,61,0.8,proste podatne,#10,0
118,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #12",0,,,7.31,,,61,0.8,proste podatne,#12,0
119,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #16",0,,,7.31,,,61,0.8,proste podatne,#16,0
120,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #18",0,,,7.31,,,61,0.8,proste podatne,#18,0
121,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #20",0,,,7.31,,,61,0.8,proste podatne,#20,0
122,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #18/22",0,,,7.31,,,61,0.8,proste podatne,#18/22,0
123,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #22",0,,,7.31,,,61,0.8,proste podatne,#22,0
124,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #24",0,,,7.31,,,61,0.8,proste podatne,#24,0
125,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #27",0,,,7.31,,,61,0.8,proste podatne,#27,0
126,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #613",0,,,7.31,,,61,0.8,proste podatne,#613,0
127,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #30",0,,,7.31,,,61,0.8,proste podatne,#30,0
128,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #33",0,,,7.31,,,61,0.8,proste podatne,#33,0
129,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #130",0,,,7.31,,,61,0.8,proste podatne,#130,0
130,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #60",0,,,7.31,,,61,0.8,proste podatne,#60,0
131,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #PM",0,,,7.31,,,61,0.8,proste podatne,#PM,0
132,Włosy Słowiańskie pod mikroringi,"Włosy Słowiańskie pod mikroringi, 61, #PB",0,,,7.31,,,61,0.8,proste podatne,#PB,0
